PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
65,6/28/2023,7:00:48 PM,3,2,Rafi Vazquez,rafiva00tcv,Right,Tri-City Valleycats,Brett Milazzo,bretmi00scb,Left,Schaumburg Boomers,,2,Top,2,1,0,Fastball,,StrikeCalled,,,,,,,85.73062711,0.369839677,2.477366806,2282.776934,243.7578386,2:15,4.548960298,0.874296833,5.847213564,-28.94473347,7.356624163,12.43438046,1.875087772,1.360877844,77.53540537,-6.495347998,0.880792583,0.433643615,,,,,,,,,,,,-6.286944372,4.056374785,-1.021023755,50,4.561381278,-5.694093513,-124.8925183,0.130485052,-9.830051745,27.51851239,-25.83164035,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,9fc0f363-1607-11ee-ae2c-57ca5b9a117b,85.89316291,4.546461015,0.879769955,0.399080209,2.41152274,77.66362357,1.877426343,1.356818643,-6.457960179,0.816146241,0.433499741,13.02444515,5.653767035,-36.63451637,21.29941814,1831.832946,-1362.152191,80.24581457,-0.354819697,-0.596708408,-0.719751386,,,,,,,,,,,,,,,,,0.990096704,1,,,high,high,70.83052368,13.80464075,53.30278644,Cale Jones,calejo00tcv,Valleycats
66,6/28/2023,7:00:59 PM,3,3,Rafi Vazquez,rafiva00tcv,Right,Tri-City Valleycats,Brett Milazzo,bretmi00scb,Left,Schaumburg Boomers,,2,Top,2,1,1,Curveball,,Foul,,,,,,,79.71960033,0.300170426,1.137047903,1764.912712,246.7786096,2:15,4.790207141,0.863572489,6.104143039,-35.19381122,6.167230005,10.33082391,1.254550448,0.25656162,73.29111468,-8.560200131,0.497559561,0.462973606,,,,,,,,,,,,-6.112810782,4.365964475,-0.646853484,50,5.740933817,2.710052275,-116.1504845,-4.540996047,-8.317269416,22.56854563,-26.23359043,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,a5e59b6e-1607-11ee-a049-3d5177ef959d,79.86409675,4.786700834,0.868131534,0.34360985,1.079347895,73.40292855,1.257908693,0.25298375,-8.507302245,0.440688841,0.462845755,10.84547396,4.271855727,-40.22258758,17.28941947,1347.584114,-1139.70783,76.3541508,-0.301052983,-0.645758752,-0.701685639,,,,,,,,,,,,,,,,,0.997657681,1,,,high,high,105.5604775,5.716274779,53.04585696,Cale Jones,calejo00tcv,Valleycats
67,6/28/2023,7:01:21 PM,3,4,Rafi Vazquez,rafiva00tcv,Right,Tri-City Valleycats,Brett Milazzo,bretmi00scb,Left,Schaumburg Boomers,,2,Top,2,1,2,Fastball,,BallCalled,,,,,,,85.57530874,1.419672416,2.733525153,2422.692252,233.3620632,1:45,4.99624398,0.718270558,5.141105296,-27.44972326,10.09010486,12.00854094,3.798247578,1.145298516,77.76098602,-5.069062598,0.633658424,0.44097875,,,,,,,,,,,,-5.788378197,5.135165397,-0.914978764,50,5.083588887,-6.272079194,-124.4459578,2.332470132,-8.9784012,27.5146044,-24.20885215,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,b3682930-1607-11ee-a728-93628cbd870e,85.75323025,4.994432122,0.723839687,1.440251759,2.667632554,77.90376801,3.800024925,1.141292057,-5.040541861,0.570501866,0.44081979,12.60804933,8.362096777,-37.80022789,54.19585928,1914.296512,-1484.892796,79.01525709,-0.471528531,-0.612910201,-0.634036221,,,,,,,,,,,,,,,,,0.997700521,1,,,high,high,41.22372665,60.4641683,54.0088947,Cale Jones,calejo00tcv,Valleycats
68,6/28/2023,7:01:32 PM,3,5,Rafi Vazquez,rafiva00tcv,Right,Tri-City Valleycats,Brett Milazzo,bretmi00scb,Left,Schaumburg Boomers,,2,Top,2,2,2,Changeup,,InPlay,,GroundBall,Out,1,0,,81.58960253,0.601169843,1.552357758,1886.340416,252.6009866,2:30,4.786456884,0.662278587,6.047525951,-34.45380855,5.196845962,11.72095913,1.896780432,0.384820812,74.186609,-7.80727512,1.134678139,0.453207098,78.74305457,-5.89257225,41.64429621,,-74.43211792,-80.99296154,0.140328154,17.62245444,,35.77581129,0.142993256,-6.2218488,2.784913576,-0.749573177,50,4.809567943,-3.471616021,-118.975044,0.521761147,-8.844730478,24.57904826,-28.21512825,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,b987df0f-1607-11ee-9026-c5d826837b6c,81.73668845,4.782820755,0.667344323,0.64519161,1.489762697,74.29800913,1.900152444,0.380927144,-7.754138671,1.0728761,0.453067404,12.28043194,3.302375934,-36.53325692,0.708915039,1515.696144,-1122.918235,80.35114613,-0.240269502,-0.595289284,-0.766747178,52.04860767,58.53254917,-8.084044193,-0.406277895,2.192864719,1.998986801,10.30235497,14.29728584,,,,,,,,,0.997545764,1,,40.73905694,high,high,89.36197646,9.135630996,53.10247405,Cale Jones,calejo00tcv,Valleycats
69,6/28/2023,7:03:50 PM,1,1,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,0,0,Fastball,,StrikeCalled,,,,,,,84.4120618,-0.246683458,7.774303844,2211.939499,144.4073691,10:45,5.115755334,-2.264560021,5.857433232,-22.58352085,15.29948541,-9.18525019,2.874660419,0.870879177,77.45461702,-5.368165951,1.67406506,0.442989814,,,,,,,,,,,,7.488758912,8.738596194,1.817864568,50,5.09450004,-16.44477707,-121.9895027,-1.046348261,11.22891126,25.10784027,-19.07108788,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,0c2f695c-1608-11ee-bd38-4912118d12db,84.58881368,5.115247941,-2.268040572,-0.241350555,7.816415723,77.60018476,2.875585622,0.873566029,-5.35268209,1.717054173,0.442839087,-9.568732268,13.92776533,18.79690734,78.1110268,2093.969362,712.7192015,94.66666527,-0.769806246,0.3222146,0.5509774,,,,,,,,,,,,,,,,,0.997635812,1,,,high,high,19.70007588,-37.05435293,53.29256677,Blake Grant-parks,blakgr00scb,Schaumburg boomers
70,6/28/2023,7:04:04 PM,1,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,0,1,Fastball,,StrikeCalled,,,,,,,83.39656996,0.991045,8.200983299,2259.107189,140.5991982,10:45,4.7729323,-2.600933431,5.917481014,-25.58283922,13.19463262,-7.794053613,2.965262345,0.978835381,75.50730816,-5.312944455,2.598265199,0.448189077,,,,,,,,,,,,6.814211606,7.198675757,2.137382021,50,4.821818948,-17.17837962,-120.3967039,1.535856639,9.961819351,24.2507858,-21.65017513,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,142abc87-1608-11ee-be52-b50ab6619cb3,83.5740855,4.77174973,-2.604917013,1.004520668,8.249101242,75.64867998,2.966975086,0.981926975,-5.284844217,2.647593239,0.448037553,-8.234179196,11.74923596,46.73955377,15.16558174,1548.201785,1645.185863,68.53157711,-0.529560417,0.728246039,0.434998242,,,,,,,,,,,,,,,,,0.997758868,1,,,high,high,76.35097643,4.08676931,53.23251899,Blake Grant-parks,blakgr00scb,Schaumburg boomers
71,6/28/2023,7:04:18 PM,1,3,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,0,2,Fastball,,BallCalled,,,,,,,85.70071685,1.454226701,8.90763979,2260.34848,148.3225918,11:00,5.036502222,-2.376197032,5.858524974,-21.26679721,15.29145807,-8.005158348,4.43423042,1.661142734,77.56692669,-3.444579112,2.646723352,0.438021434,,,,,,,,,,,,7.344074206,8.545913248,1.862851867,50,5.114576239,-19.15716009,-123.4453915,2.682792975,11.258863,26.06538236,-19.07270232,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,1ccc7c4f-1608-11ee-a287-7fc9ce1e4d68,85.88584153,5.03642401,-2.379407816,1.454192495,8.946926542,77.72135377,4.434933619,1.663772579,-3.432695627,2.68811667,0.437868692,-8.385223311,13.91037938,23.50631656,79.15102097,2072.775964,901.5403773,91.70161074,-0.780397432,0.398850171,0.481558294,,,,,,,,,,,,,,,,,0.997599791,1,,,high,high,18.76408112,46.18485006,53.29147503,Blake Grant-parks,blakgr00scb,Schaumburg boomers
72,6/28/2023,7:04:34 PM,1,4,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,1,2,Fastball,,BallCalled,,,,,,,85.85137581,-1.189468196,8.445709609,2283.402465,143.2335406,10:45,4.994830145,-2.327309266,5.885647823,-21.4531944,15.23629152,-9.373601073,2.22196159,1.360564769,78.25569149,-5.708722451,1.889968754,0.435955675,,,,,,,,,,,,7.77715241,8.985472111,1.84545015,50,4.919809481,-18.17324473,-123.8484288,-3.094189065,12.03066842,25.66426304,-18.27420169,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,2623e459-1608-11ee-80f7-6fa10020d1c5,86.02740544,4.994466248,-2.33086287,-1.185687622,8.488839793,78.40158965,2.222811275,1.363368809,-5.694481108,1.934625696,0.435812216,-9.768076226,13.95899432,21.37156857,79.91672219,2126.388313,832.1054974,93.12367599,-0.745996912,0.364414732,0.557396188,,,,,,,,,,,,,,,,,0.99656268,1,,,high,high,18.07495003,-38.62874427,53.26435218,Blake Grant-parks,blakgr00scb,Schaumburg boomers
73,6/28/2023,7:04:53 PM,1,6,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,3,2,Fastball,,Foul,,,,,,,86.17444145,0.436689732,7.481703901,2266.251481,143.5482349,10:45,5.100969648,-2.406858971,5.771014768,-21.54196955,14.90138833,-9.115354303,3.628217284,0.359287889,78.5645931,-4.364292855,2.013903633,0.43449093,,,,,,,,,,,,7.357357637,8.28514989,1.966047202,50,5.119991102,-16.14554858,-124.5980426,0.443526607,11.50288281,26.31117292,-19.2206072,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,315ddccc-1608-11ee-9061-577302ddfd14,86.35533603,5.100631399,-2.410453422,0.439967365,7.525352485,78.71437838,3.629045939,0.362096188,-4.350357567,2.058667084,0.434342837,-9.513100812,13.57842046,24.68780912,81.41485357,2059.109445,946.5537854,90.85970653,-0.730836711,0.417673764,0.539839169,,,,,,,,,,,,,,,,,0.997510279,1,,,high,high,16.72663179,-69.96815238,53.37898523,Blake Grant-parks,blakgr00scb,Schaumburg boomers
74,6/28/2023,7:05:13 PM,1,7,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,2,2,Cutter,,Foul,,,,,,,81.94754251,0.998697414,7.150650707,2280.940941,154.7920786,11:15,4.867715982,-2.61288025,5.812518246,-29.13245093,10.96570569,-2.731634447,2.773094921,0.879299979,76.19053991,-6.05196216,3.117627597,0.455757397,,,,,,,,,,,,3.60521716,5.909585134,2.195041745,50,4.917144787,-14.8151449,-118.5822185,1.427281706,5.117772195,23.32287032,-23.78512067,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,3d6208a3-1608-11ee-ac82-5f36a0b05d63,82.11510372,4.865475106,-2.616396713,1.025256001,7.193529736,76.32274201,2.775542466,0.881897904,-6.012710333,3.15869393,0.455606911,-3.122911812,9.387459344,68.41729727,38.68450396,839.0300555,2121.018656,36.78438317,-0.332813393,0.929887582,0.156666301,,,,,,,,,,,,,,,,,0.997194699,1,,,high,high,55.18394643,17.91435028,53.33748175,Blake Grant-parks,blakgr00scb,Schaumburg boomers
75,6/28/2023,7:05:31 PM,1,7,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,2,2,Fastball,,BallCalled,,,,,,,85.38232442,0.276981269,9.112273483,2222.309679,145.1512336,10:45,5.06395578,-2.243449745,5.921718624,-21.22792301,14.71955955,-8.487092225,3.13826983,2.612843206,78.42110338,-5.018052542,3.458765251,0.431524803,,,,,,,,,,,,6.311385345,8.629927449,1.011270642,50,5.69183525,-10.9497528,-125.0848788,-2.525224918,9.949366094,26.40994739,-18.56969763,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,47e81b2e-1608-11ee-9f41-d705466aada6,85.56156323,5.063611854,-2.24681369,0.280418333,9.153372937,78.57024595,3.139076874,2.615486385,-5.004375004,3.500856007,0.431392545,-8.874605995,13.40764482,22.62913061,80.462986,2051.224527,855.0662268,92.30147111,-0.757484167,0.384764659,0.527421931,,,,,,,,,,,,,,,,,0.997559331,1,,,high,high,17.5833126,-44.19312025,53.22828138,Blake Grant-parks,blakgr00scb,Schaumburg boomers
76,6/28/2023,7:05:46 PM,1,8,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Pavin Parks,pavipa00tcv,Left,Tri-City Valleycats,,2,Bottom,0,3,2,Cutter,,InPlay,,FlyBall,Out,1,0,,82.13370501,0.945375148,7.822933395,2312.793108,149.732381,11:00,4.866988105,-2.635699344,5.965533288,-29.09849689,10.68656939,-3.203598398,2.748540889,0.888283745,76.05513498,-6.139121691,3.468331334,0.453974611,98.27054974,30.31287553,-0.617389133,2909.38017,,,,387.3211701,,-9.542235475,5.291078363,4.072780069,5.801305441,2.199110469,50,4.911606135,-16.23916819,-118.7015012,1.347495645,5.794531801,23.31883599,-23.92026512,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,5177e7c7-1608-11ee-8b89-3dbe254233e1,82.29878659,4.864818212,-2.639237943,0.971861604,7.867272929,76.18610197,2.751028944,0.891037809,-6.098994064,3.51209322,0.453829172,-3.608681806,9.136847597,69.28689092,26.25789796,818.0091365,2163.301415,35.36888508,-0.305474181,0.935363136,0.178273184,-0.914121853,84.83028648,49.5992724,-0.930267019,0.535680723,2.648116109,-64.20801186,381.9620662,-59.5004392,29.49996034,1.304698487,0.868444286,-0.270344541,0.415593974,,,0.994035497,1,0.996098078,57.24331581,high,high,66.36789183,9.555824397,53.18446671,Blake Grant-parks,blakgr00scb,Schaumburg boomers
77,6/28/2023,7:06:18 PM,2,1,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Robbie Merced,robbme00tcv,Right,Tri-City Valleycats,,2,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,86.09916671,-0.443223157,8.168434606,2256.434522,143.6639768,10:45,5.018350608,-2.337412299,5.895174094,-21.28842173,15.13241711,-9.33872507,2.640273171,1.249308628,78.11517777,-5.235352573,2.577493697,0.43435667,,,,,,,,,,,,7.693802266,8.713129463,1.873027212,50,4.986502903,-17.62871221,-124.3147234,-1.462580766,11.98355242,26.0119569,-18.60283472,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,64251902-1608-11ee-b483-add694de3d51,86.27719572,5.018012322,-2.340914763,-0.439867811,8.210871326,78.26253133,2.641106485,1.252079117,-5.221333088,2.621485362,0.4342118,-9.725981262,13.84282873,19.18965207,81.48008627,2131.057427,741.6811928,94.44357489,-0.7607958,0.328696085,0.55959685,,,,,,,,,,,,,,,,,0.997538933,1,,,high,high,16.66792235,-54.4598916,53.25482591,Blake Grant-parks,blakgr00scb,Schaumburg boomers
78,6/28/2023,7:06:29 PM,2,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Robbie Merced,robbme00tcv,Right,Tri-City Valleycats,,2,Bottom,1,1,0,Cutter,,InPlay,,FlyBall,Out,1,0,,80.29440072,1.401310384,6.378144672,2287.097214,177.7624587,12:00,4.884727417,-2.567444249,5.918694968,-32.72735768,8.730064382,0.41969744,2.779835144,0.310147789,74.35735488,-6.597581641,3.559070951,0.463417755,88.79393882,27.15452489,4.975596331,,,,,296.7830425,,4.887337733,3.364824652,1.592966465,4.550371228,2.206118465,50,4.954527161,-13.01826757,-116.3807961,2.161356779,2.178751257,22.40498055,-25.95036111,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,6ae367dc-1608-11ee-a8b1-77d70c49a981,80.44879969,4.881537135,-2.570861263,1.439780155,6.420276289,74.47431829,2.783088125,0.312632221,-6.545896988,3.598091689,0.46327483,0.035967096,7.016532106,78.31256955,37.14568243,463.3029009,2239.679461,20.25724565,-0.202418005,0.979267277,0.007908943,6.852387768,78.70925244,40.52483107,-0.306797562,1.646969725,2.804604985,25.28494489,295.7039835,,,,,,,,,0.997617225,1,,50.51940695,high,high,56.56888581,-65.57392604,53.23130503,Blake Grant-parks,blakgr00scb,Schaumburg boomers
79,6/28/2023,7:07:05 PM,3,1,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Cale Jones,calejo00tcv,Right,Tri-City Valleycats,,2,Bottom,2,0,0,Fastball,,BallCalled,,,,,,,85.97863917,-0.290295157,8.203532286,2221.870698,148.1097622,11:00,5.057205449,-2.264762041,5.849731918,-21.1535368,15.00359625,-7.681508681,2.790070703,1.285183585,78.25751916,-5.264303295,2.554729811,0.435442579,,,,,,,,,,,,6.910567624,8.865898355,1.791432329,50,5.033792208,-17.70882044,-124.1209273,-1.127095914,10.72732296,25.99036754,-18.41145291,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,8041e6f8-1608-11ee-8a1c-23ad0f7d9833,86.15908163,5.056968839,-2.267934233,-0.288232714,8.241860226,78.40589782,2.790845355,1.287651761,-5.251206019,2.594101084,0.435294361,-8.050045076,13.67848989,24.62912066,83.15663255,2019.734711,925.9487547,90.90244147,-0.771817826,0.416742862,0.48023185,,,,,,,,,,,,,,,,,0.996874809,1,,,high,high,15.1590307,-67.10400511,53.30026808,Blake Grant-parks,blakgr00scb,Schaumburg boomers
80,6/28/2023,7:07:17 PM,3,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Cale Jones,calejo00tcv,Right,Tri-City Valleycats,,2,Bottom,2,1,0,Fastball,,BallCalled,,,,,,,85.59532782,1.89548874,6.211604435,2179.816596,148.4257608,11:00,5.035093032,-2.482530157,5.795100035,-21.49866463,14.9403458,-7.895187428,4.707947648,-0.892050891,77.68126077,-3.206490534,1.258107085,0.436643476,,,,,,,,,,,,6.428302277,8.075917088,2.119950105,50,5.139936381,-13.30798783,-124.0196907,3.621354333,9.938531943,26.50067605,-19.68820861,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,8772c0e6-1608-11ee-8209-c92d1e82f82c,85.77804911,5.03487385,-2.485592235,1.897279612,6.249974665,77.8356541,4.708726458,-0.889520847,-3.193311879,1.298513059,0.436491136,-8.264039849,13.53006654,21.2953371,83.16186855,2030.980431,791.6557829,93.17207857,-0.793791112,0.363175409,0.487851712,,,,,,,,,,,,,,,,,0.99685362,1,,,high,high,15.15431831,-54.12144669,53.35489996,Blake Grant-parks,blakgr00scb,Schaumburg boomers
81,6/28/2023,7:07:33 PM,3,3,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Cale Jones,calejo00tcv,Right,Tri-City Valleycats,,2,Bottom,2,2,0,Cutter,,BallCalled,,,,,,,80.42005798,-0.105375511,6.820596694,2221.08021,164.5422059,11:30,4.886999018,-2.535106509,5.954934643,-32.7049039,8.584564758,-0.069106477,1.681686998,0.908075063,74.25834691,-7.470112007,3.20750576,0.462478097,,,,,,,,,,,,1.983476605,4.906835138,2.152973232,50,4.871547432,-13.93333992,-116.5046167,-0.912873764,2.720717086,22.29684302,-25.4433878,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,9139b3f0-1608-11ee-8658-b9fdcd8c5884,80.57043011,4.88378987,-2.538546073,-0.066258119,6.863096366,74.37181496,1.68497144,0.910701569,-7.417787388,3.249082492,0.46233972,-0.456928421,6.905085112,78.14212717,39.46397885,456.3979149,2173.683106,20.54846614,-0.198051675,0.978660336,0.054767511,,,,,,,,,,,,,,,,,0.997445357,1,,,high,high,54.48241903,-71.2255864,53.19506536,Blake Grant-parks,blakgr00scb,Schaumburg boomers
82,6/28/2023,7:07:49 PM,3,4,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Cale Jones,calejo00tcv,Right,Tri-City Valleycats,,2,Bottom,2,3,0,Fastball,,StrikeCalled,,,,,,,86.08474497,-0.652781856,7.556842378,2231.430765,141.0922581,10:45,4.985799219,-2.460601417,5.938832745,-21.81430288,14.44092157,-9.61770239,2.6573553,0.319483261,78.22889532,-5.282490653,1.470365965,0.433367982,,,,,,,,,,,,7.672265882,8.394452738,2.037426357,50,4.94248522,-16.29466835,-124.4837139,-1.928790886,11.98608125,26.01367252,-19.05972402,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,9a32cdf0-1608-11ee-9e43-a35a56145dbc,86.25905433,4.985277574,-2.464185216,-0.647001375,7.600983571,78.37491879,2.658355212,0.322407734,-5.265974065,1.516701635,0.433226313,-10.01909465,13.14479539,21.46087119,83.64020452,2076.720411,816.4040628,93.06676432,-0.724206742,0.365865738,0.58452276,,,,,,,,,,,,,,,,,0.997303426,1,,,high,high,14.72381593,-74.06488728,53.21116725,Blake Grant-parks,blakgr00scb,Schaumburg boomers
83,6/28/2023,7:08:05 PM,3,5,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Cale Jones,calejo00tcv,Right,Tri-City Valleycats,,2,Bottom,2,3,1,Fastball,,BallCalled,Walk,,,,,,86.21915638,-1.76192485,8.371649319,2286.078629,144.2411721,10:45,4.982802214,-2.385551278,5.956235123,-20.92365588,15.34536132,-9.092391804,1.514026133,1.114383792,78.26311182,-6.127733399,1.564730612,0.433450408,,,,,,,,,,,,7.601296901,9.235354565,1.918196419,50,4.877414487,-18.09845609,-124.3871139,-4.342808982,11.86485292,25.81544036,-17.75859852,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,a3dbb7f5-1608-11ee-8aad-75a0093c010c,86.39333697,4.98250585,-2.388954164,-1.758871529,8.413136536,78.40852322,1.514859377,1.117142622,-6.113882026,1.608362563,0.433308617,-9.470633206,14.10241521,20.9556613,84.99510931,2134.871607,817.6054786,93.38574711,-0.757810353,0.357645388,0.545722682,,,,,,,,,,,,,,,,,0.996871064,1,,,high,high,13.50440162,-74.05869173,53.19376488,Blake Grant-parks,blakgr00scb,Schaumburg boomers
84,6/28/2023,7:08:35 PM,4,1,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Ian Walters,ian-wa00wwt,Left,Tri-City Valleycats,,2,Bottom,2,0,0,Cutter,,StrikeCalled,,,,,,,80.77389812,1.269422089,6.542659196,2194.315633,169.1621886,11:45,5.038621543,-2.741196418,5.836017293,-29.91030143,10.56878538,-0.750924727,3.557298714,0.08341198,74.1033317,-5.223034797,3.109392249,0.461810121,,,,,,,,,,,,2.489224811,6.17021382,2.361439297,50,5.103309619,-13.39823537,-117.0209682,1.956543438,3.437844271,22.90953865,-23.65242706,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,b5db0c70-1608-11ee-8620-dbf9576b926c,80.93804438,5.036438159,-2.744060187,1.296012907,6.578598295,74.2361289,3.559838101,0.085705365,-5.182155827,3.145673312,0.461656965,-1.107439572,8.929108349,67.08070311,29.86739749,854.541484,2021.083856,38.94341684,-0.382487978,0.921054303,0.073225119,,,,,,,,,,,,,,,,,0.997012382,1,,,high,high,116.8806577,14.61686125,53.31398271,Blake Grant-parks,blakgr00scb,Schaumburg boomers
85,6/28/2023,6:59:59 PM,4,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Ian Walters,ian-wa00wwt,Left,Tri-City Valleycats,,2,Bottom,2,0,1,Fastball,,Foul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,bf978f9c-1608-11ee-ade7-afe975f99f1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blake Grant-parks,blakgr00scb,Schaumburg boomers
86,6/28/2023,7:09:19 PM,4,3,Kobey Schlotman,kobesc00scb,Left,Schaumburg Boomers,Ian Walters,ian-wa00wwt,Left,Tri-City Valleycats,,2,Bottom,2,0,2,Fastball,,BallCalled,,,,,,,85.41123323,0.546876206,8.673033762,2224.013564,148.5988486,11:00,5.168522559,-2.525830025,5.832494244,-21.65884311,15.56958176,-7.776668328,3.571450738,0.871287669,77.71251281,-4.892079715,2.042089171,0.439145921,,,,,,,,,,,,6.969904674,8.649253718,2.022203519,50,5.193799759,-18.60334385,-123.1409366,0.686112288,10.64310234,25.71292086,-18.9665673,ValleyCats,Schaumburg Boomers,bru02,Independent,Frontier,17abea17-7090-46a8-ac28-57c8de7db702,d0058cd9-1608-11ee-845e-1332d010a08c,85.59258742,5.168272821,-2.528955982,0.549064054,8.71154935,77.86278213,3.572321746,0.873847389,-4.877609324,2.082381578,0.438995825,-8.129935674,14.23252409,27.77969419,75.02982775,1967.687564,1036.552933,88.47462066,-0.755166566,0.466073117,0.460976471,,,,,,,,,,,,,,,,,0.995640766,1,,,high,high,22.47315503,-41.59288174,53.31750576,Blake Grant-parks,blakgr00scb,Schaumburg boomers
