PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
133,7/3/2023,7:55:10 PM,3,1,Cole Cook,coleco00jos,Left,Joliet slammers,Will Prater,willpr00scb,Left,Schaumburg boomers,,5,Bottom,2,0,0,Slider,,BallCalled,,,,,,,86.98113762,1.635272766,2.710711184,3452.095793,317.4404845,4:30,6.066665404,-1.522463787,5.392915859,-48.5427077,-10.52680347,8.963463911,4.120657404,0.603128729,79.24593347,-5.80962711,-1.46820704,0.443766164,,,,,,,,,,,,-3.908023592,-6.112168197,1.274509621,50,6.179305063,-6.281477148,-126.2178322,1.952659846,-6.222619396,28.79727708,-41.90625705,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,6da944e1-1a05-11ee-9e01-2f94c119f6b5,87.10353525,6.058921311,-1.514238644,1.728139475,2.611182408,79.33946309,4.126501864,0.596578618,-5.719663623,-1.568995718,0.443658624,9.891121224,-12.98869667,-58.13498365,56.47222394,1822.42994,-2931.844893,52.79198635,0.388852666,-0.849294188,-0.3570616,,,,,,,,,,,,,,,,,0.942621522,1,,,high,high,39.17499845,-46.24703916,55.10708414,Phillip Steering,philst00jos,Joliet slammers
134,7/3/2023,7:55:21 PM,3,2,Cole Cook,coleco00jos,Left,Joliet slammers,Will Prater,willpr00scb,Left,Schaumburg boomers,Windup,5,Bottom,2,1,0,Fastball,,BallCalled,,,,,,,87.09325942,-1.417348599,3.310069485,,,,6.185240603,-1.371360657,5.464550531,,,,1.461820086,1.384947993,79.81496093,-8.344211938,-1.045252179,,,,,,,,,,,,,,,,,,,,,,,,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,74271bd9-1a05-11ee-ab96-d5e29962ee5e,87.23482073,6.180434591,-1.371360657,-1.361407711,3.310069485,79.92365455,1.466010349,1.384947993,-8.280911224,-1.045252179,0.439933069,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,high,high,,,55.03544947,Phillip Steering,philst00jos,Joliet slammers
135,7/3/2023,7:55:35 PM,3,3,Cole Cook,coleco00jos,Left,Joliet slammers,Will Prater,willpr00scb,Left,Schaumburg boomers,Windup,5,Bottom,2,2,0,Fastball,,StrikeCalled,,,,,,,87.25963966,-0.438885884,2.567655659,2596.29562,151.3862769,11:00,6.128192102,-1.37848544,5.464682325,-23.76089021,13.45327054,-5.375913006,2.445451157,0.258659688,79.89831958,-6.870575966,-3.157096389,0.439978792,,,,,,,,,,,,3.912175527,7.844242306,1.156680977,50,6.074185946,-5.482768328,-126.7730697,-1.750613268,6.333091963,27.1928561,-19.47566539,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,7cd0f091-1a05-11ee-a32c-03c4c8e0e697,87.44734855,6.127570787,-1.382073797,-0.4322415,2.611070372,80.05204781,2.446869862,0.261573032,-6.848787809,-3.112750085,0.439820378,-5.80766949,11.99254297,49.95457419,17.68940183,1670.442957,1987.554093,64.33947446,-0.564815849,0.765534586,0.308123115,,,,,,,,,,,,,,,,,0.996316444,1,,,high,high,74.07953835,-3.671055316,55.03531768,Phillip Steering,philst00jos,Joliet slammers
136,7/3/2023,7:55:47 PM,3,4,Cole Cook,coleco00jos,Left,Joliet slammers,Will Prater,willpr00scb,Left,Schaumburg boomers,Windup,5,Bottom,2,2,1,Cutter,,InPlay,,GroundBall,Out,1,0,,85.48366244,0.253860358,1.816521417,2693.299041,163.2138403,11:30,6.126573997,-1.530805272,5.494350486,-28.72530088,9.991592486,-0.945087789,2.877469157,0.32989072,78.33828366,-6.916808883,-1.975096564,0.448187998,85.16054989,-13.39132404,-1.352024477,,,,,11.48691772,,-3.119384045,0.089677179,1.455709774,5.886563669,1.373223545,50,6.130357521,-3.883209799,-124.2837646,-0.366844729,2.269826876,25.63090742,-22.99537904,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,83e75d14-1a05-11ee-be99-718a3778b743,85.66032171,6.124533019,-1.53440777,0.27771894,1.860178223,78.47867263,2.880085491,0.332763935,-6.876885746,-1.931316694,0.44803316,-1.381202619,8.409343329,68.43963947,27.3208594,989.7367603,2504.851467,36.74811988,-0.351822563,0.93003095,0.106128768,-1.954737874,82.82205191,-19.72323438,-0.339194683,0.680300847,2.744795832,-0.625079354,11.46989776,,,,,,,,,0.97377602,1,,46.78010825,high,high,65.41122654,-11.91559477,55.00564951,Phillip Steering,philst00jos,Joliet slammers
137,7/3/2023,7:58:03 PM,1,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Phillip Steering,philst00jos,Right,Joliet slammers,Windup,6,Top,0,1,0,Curveball,,BallCalled,,,,,,,76.4233992,3.213495421,1.969855157,2289.281916,285.462604,3:30,5.272956929,-2.060855545,5.457788412,-50.26193522,-0.558243377,9.360983567,3.509770103,0.145067306,69.03923983,-6.740458252,-0.463899365,0.503142011,,,,,,,,,,,,-4.251048213,-0.433237283,1.881302523,50,5.523900337,-4.085073324,-110.8979648,4.802339853,-5.2627682,20.92434306,-32.71039434,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,d4b769b3-1a05-11ee-9caf-e1256f912117,76.54502124,5.264982549,-2.062670602,3.307969323,1.992225245,69.11397598,3.517240778,0.146307086,-6.626990374,-0.445460787,0.503016832,9.124487885,-3.293141745,67.90516667,16.73456958,861.0921062,2121.162907,37.61407016,0.100282637,0.926562557,-0.362526165,,,,,,,,,,,,,,,,,0.997068375,1,,,high,high,74.93888738,27.65176953,55.04221159,Blake Grant-parks,blakgr00scb,Schaumburg boomers
138,7/3/2023,7:58:14 PM,1,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Phillip Steering,philst00jos,Right,Joliet slammers,Windup,6,Top,0,1,0,Curveball,,Foul,,,,,,,77.09997929,2.527811381,1.750689464,2259.742846,295.3432406,3:45,5.344637171,-1.82450915,5.376596343,-50.6608571,-1.249932787,7.162700248,2.657490374,0.06405471,69.57987038,-7.978371421,-1.256769773,0.498708201,94.45563936,4.848319077,-47.61230317,,,,,116.2036722,,-46.66161957,0.912516269,-3.007927596,-0.532606817,1.663300256,50,5.537788424,-3.624585895,-111.9623363,3.490596552,-3.803134468,20.95620499,-32.84746185,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,dbba5699-1a05-11ee-a8a1-d7158a307963,77.21924054,5.336868191,-1.827666429,2.619456616,1.788949554,69.65031541,2.664868451,0.066301287,-7.866924177,-1.222964793,0.498586702,6.77150088,-3.929347062,74.47830166,22.02228046,604.7145969,2177.328176,26.76032797,0.11454492,0.963529182,-0.241849078,-69.51532293,63.44884475,7.983218993,-0.180144115,2.893648133,2.878384684,-84.51646337,79.75124357,,,,,,,,,0.68682867,1,,54.14212359,high,high,70.17994758,38.43302725,55.12340366,Blake Grant-parks,blakgr00scb,Schaumburg boomers
139,7/3/2023,7:58:39 PM,1,3,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Phillip Steering,philst00jos,Right,Joliet slammers,Windup,6,Top,0,1,1,Fastball,,Foul,,,,,,,86.49691632,0.73762886,2.64455457,2270.487375,140.8695208,10:45,5.247542883,-1.871691734,5.50340833,-23.08827335,14.61971192,-10.25619303,2.735977812,-0.204105151,78.95840288,-5.353740536,-3.631503378,0.444143853,81.1336479,68.18183965,50.73086956,763.4227195,75.00735981,80.46052432,140.1347468,193.3818536,,42.49015274,5.818657868,6.368275789,7.780499639,1.647828587,50,5.296661621,-5.453120121,-125.6323225,0.847517678,10.09552311,27.37911275,-19.83975119,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,ea95ac1e-1a05-11ee-bbcd-5798262c1850,86.68564722,5.247020812,-1.875811216,0.742947311,2.693937322,79.11487685,2.737090162,-0.200752551,-5.336407878,-3.580339652,0.443981311,-10.73760877,13.03846755,19.92581758,74.88980312,2134.563864,773.7893946,94.01346549,-0.729272607,0.340803214,0.593308212,23.34489862,19.0865836,75.32188829,0.187430956,1.631791435,2.756832355,130.6223805,142.5985098,-19.32245565,18.5264374,-0.169639921,-0.870448541,-0.355548531,0.340447618,,,0.99725829,1,0.848975893,36.05057124,high,high,22.59917719,-41.73900303,54.99659167,Blake Grant-parks,blakgr00scb,Schaumburg boomers
140,7/3/2023,7:59:09 PM,1,4,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Phillip Steering,philst00jos,Right,Joliet slammers,Windup,6,Top,0,1,2,Fastball,,InPlay,,FlyBall,HomeRun,0,1,,87.08436357,0.780941938,2.833632839,2497.978209,151.1239681,11:00,5.302231835,-2.005119827,5.506653249,-19.47557012,18.16339155,-8.937548331,3.287075755,-0.57335823,78.96724073,-4.509798089,-3.600896457,0.441560625,102.2465451,25.12761513,-17.86412886,1852.100348,,,,401.1138813,,-21.17977073,4.691146887,5.636149608,9.44603558,1.763871221,50,5.357511299,-5.958360988,-126.4478992,1.071156825,9.034541462,28.17693802,-17.0324004,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,fc9886ab-1a05-11ee-8767-a54d0313c162,87.27948868,5.302814954,-2.008354138,0.772921005,2.872936825,79.13262442,3.287251959,-0.57059839,-4.506577348,-3.558949826,0.441394293,-9.301040931,16.70029108,7.303188492,76.91392577,2477.713035,317.5425107,99.18873698,-0.868562658,0.127119808,0.478998396,-28.39695879,88.10723763,43.41754704,0.577016758,1.62473545,3.221215917,-144.9205899,374.0192086,-39.46012803,43.31061799,1.148125646,0.974602376,-0.008387158,0.22378531,,,0.623241801,1,0.981608059,59.53490702,high,high,20.7774668,-67.90368621,54.99334675,Blake Grant-parks,blakgr00scb,Schaumburg boomers
141,7/3/2023,7:59:54 PM,2,1,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Matt Mcgarry,mattmc00jos,Right,Joliet slammers,Windup,6,Top,0,0,0,Fastball,,StrikeCalled,,,,,,,87.6049507,0.203576196,1.851012831,2220.614949,141.5955221,10:45,5.381863905,-1.79891949,5.419711397,-22.50780737,14.89363631,-10.29458051,2.931083347,-1.16243443,79.42317445,-5.23303944,-4.314835903,0.438981699,,,,,,,,,,,,6.054983016,7.940414128,1.641798796,50,5.384807624,-3.758626377,-127.301835,-0.308349009,9.855028764,28.12752255,-19.25031232,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,16da9e75-1a06-11ee-a7eb-63d65313623d,87.79481735,5.381395407,-1.802874307,0.208226559,1.897705207,79.58081857,2.932109767,-1.159247408,-5.216982062,-4.265937537,0.438821539,-10.7545806,13.31178941,12.91767375,80.84828366,2164.416253,496.4202199,97.46922825,-0.763812645,0.223550787,0.605487645,,,,,,,,,,,,,,,,,0.996510038,1,,,high,high,17.23654471,-71.25037525,55.0802886,Blake Grant-parks,blakgr00scb,Schaumburg boomers
142,7/3/2023,8:00:05 PM,2,3,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Matt Mcgarry,mattmc00jos,Right,Joliet slammers,Windup,6,Top,0,1,1,Changeup,,BallCalled,,,,,,,81.00565722,1.154775914,1.377624116,1599.961952,123.4184163,10:00,5.182068956,-2.160184505,5.559744812,-35.60575395,8.028442646,-9.367865011,2.674445446,-1.706096108,73.64823657,-6.538742943,-4.385922494,0.472701224,,,,,,,,,,,,5.442017682,4.222906272,2.047525266,50,5.259169233,-2.537990918,-117.7741069,1.296943087,7.607395348,23.35783221,-26.27084982,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,1d66cdee-1a06-11ee-8289-a1c9e6c9220f,81.17266044,5.178657804,-2.164636266,1.194156998,1.430259831,73.77734481,2.677964904,-1.702573037,-6.484921897,-4.331900803,0.472538863,-9.890115454,5.97450291,38.55119216,1.612917354,1251.252871,997.118098,78.20516415,-0.430714201,0.623213631,0.652755733,,,,,,,,,,,,,,,,,0.993278036,1,,,high,high,88.54837438,-2.816542672,54.94025519,Blake Grant-parks,blakgr00scb,Schaumburg boomers
143,7/3/2023,8:00:17 PM,2,3,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Matt Mcgarry,mattmc00jos,Right,Joliet slammers,Windup,6,Top,0,1,1,Fastball,,BallCalled,,,,,,,87.0941504,1.425091373,0.943421473,2316.274776,145.3295216,10:45,5.404884601,-1.649030969,5.484474314,-21.93866735,15.6483122,-9.491359531,4.291668116,-1.536863795,79.14437964,-3.483076514,-4.684507253,0.441255606,,,,,,,,,,,,5.345665655,7.901434869,1.572761936,50,5.51506059,-1.763734473,-126.5703825,2.408300013,8.588179592,28.15750623,-19.47985095,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,24d251d4-1a06-11ee-b27a-d5e15b37ee8b,87.28748361,5.404705923,-1.652876644,1.426347157,0.989869987,79.3095618,4.292511448,-1.533617151,-3.469718226,-4.635215861,0.44108966,-9.920433856,14.10893734,21.6615102,75.48802573,2152.701181,854.9891594,92.93807468,-0.764357348,0.36912251,0.528683664,,,,,,,,,,,,,,,,,0.998166811,1,,,high,high,22.06077684,-42.36705328,55.01552569,Blake Grant-parks,blakgr00scb,Schaumburg boomers
144,7/3/2023,8:00:35 PM,2,4,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Matt Mcgarry,mattmc00jos,Right,Joliet slammers,Windup,6,Top,0,2,1,Fastball,,Foul,,,,,,,87.40246337,0.473437116,3.065788734,2288.735629,144.3448105,10:45,5.358211452,-1.861382798,5.373401803,-22.13938646,15.52425348,-9.677221122,3.047312779,-0.224718699,79.11560986,-4.964716808,-3.418840544,0.440756407,,,,,,,,,,,,6.113605972,8.247183671,1.593597901,50,5.385580634,-6.457975445,-126.8809737,0.301507799,9.887344695,27.87900033,-18.83613607,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,2f77b980-1a06-11ee-8cf4-45050c2110f7,87.59524689,5.358009008,-1.865229681,0.474937871,3.111488865,79.27519297,3.048183117,-0.221577671,-4.951013502,-3.371035922,0.440594803,-10.13229871,13.96893561,17.53559518,86.59022996,2182.377973,689.5920252,95.35299515,-0.774780903,0.301298244,0.555818244,,,,,,,,,,,,,,,,,0.860617974,1,,,high,high,12.06879304,-31.0829238,55.1265982,Blake Grant-parks,blakgr00scb,Schaumburg boomers
145,7/3/2023,8:00:57 PM,2,5,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Matt Mcgarry,mattmc00jos,Right,Joliet slammers,,6,Top,0,2,2,Fastball,,InPlay,,Popup,Out,1,0,,86.28271858,0.707773345,2.217481116,2247.936069,145.8101213,10:45,5.248948258,-1.909109504,5.57857732,-23.43078626,15.16868514,-8.75982854,2.895885712,-0.1397215,77.89087249,-5.217964789,-2.648538205,0.444391247,89.62096638,67.19151913,-39.366873,,-68.89030787,85.75619792,163.4469567,228.4158201,,-39.08226246,6.393885451,5.428349687,8.007190632,1.724288311,50,5.295131661,-4.560999852,-125.3804926,0.799952131,8.573585204,27.19893009,-19.52741938,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,3c4e8561-1a06-11ee-adae-e71c23197d74,86.47430259,5.24853099,-1.912952889,0.71178006,2.262788528,78.04649576,2.896961962,-0.136724035,-5.200848013,-2.602133398,0.444225586,-9.206284221,13.59064486,25.1637523,47.53025311,2034.598473,955.8376544,90.50962354,-0.748677371,0.425206779,0.508607304,-22.0361234,26.8588619,82.61312498,0.108332576,1.691272915,2.933163936,-144.0014486,177.3058647,,,,,,,,,0.950694851,1,,44.61819765,high,high,47.2227722,-57.89423461,54.92142268,Blake Grant-parks,blakgr00scb,Schaumburg boomers
146,7/3/2023,8:01:36 PM,3,1,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Christian Fedko,chrife00jos,Right,Joliet slammers,,6,Top,1,0,0,Fastball,,BallCalled,,,,,,,86.94148816,1.066028245,3.444971372,2271.716139,146.969214,11:00,5.406627384,-1.858944009,5.553068524,-22.74194296,15.39689411,-8.57945613,3.695769842,0.385609274,78.25451575,-4.410556614,-1.954949044,0.441733428,,,,,,,,,,,,5.680378516,8.058015342,1.566807683,50,5.484545401,-7.306202774,-126.1872404,1.619664195,9.088406252,27.52551221,-19.28150786,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,53a8562b-1a06-11ee-ba59-33d1feffce93,87.13577876,5.406404416,-1.862664306,1.067692558,3.488952603,78.41504205,3.696722743,0.388640292,-4.395494039,-1.908887367,0.441569036,-9.013926696,13.84937657,25.56582628,92.9097542,2049.292592,980.3540637,90.20900792,-0.756292299,0.431547783,0.49171991,,,,,,,,,,,,,,,,,0.996569635,1,,,high,high,6.381221217,-10.62714766,54.94693148,Blake Grant-parks,blakgr00scb,Schaumburg boomers
147,7/3/2023,8:01:46 PM,3,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Christian Fedko,chrife00jos,Right,Joliet slammers,,6,Top,1,1,0,Cutter,,StrikeCalled,,,,,,,82.76724477,1.198649683,1.712338809,2182.302468,161.1449989,11:15,5.125302232,-2.183032963,5.502853212,-29.42712478,11.89821149,-2.523954441,2.396746825,-0.805252989,75.69590501,-6.361845682,-2.395934163,0.463186137,,,,,,,,,,,,2.179615702,6.437208109,2.035742401,50,5.210851562,-3.495043674,-120.3050959,1.597001659,3.179967046,24.32346421,-22.78243544,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,59ff4f87-1a06-11ee-bf34-99869ff6179f,82.9473893,5.123425556,-2.186307396,1.220398029,1.751970094,75.83974858,2.399197515,-0.802664224,-6.324116547,-2.356313917,0.463017644,-2.915448505,10.19777432,56.8813186,52.95739227,1192.355651,1827.766961,54.63750643,-0.517056286,0.837540619,0.17657437,,,,,,,,,,,,,,,,,0.993663604,1,,,high,high,42.33834696,-78.58758667,54.99714679,Blake Grant-parks,blakgr00scb,Schaumburg boomers
148,7/3/2023,8:02:01 PM,3,3,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Christian Fedko,chrife00jos,Right,Joliet slammers,,6,Top,1,1,1,Curveball,,StrikeCalled,,,,,,,77.92413764,1.466744483,0.647166528,2274.452009,294.3389695,3:45,5.334649014,-2.091716295,5.353202023,-47.65239187,-0.644905583,8.499525601,1.763810582,-0.935147971,70.54214412,-8.978563195,-1.210924731,0.493463502,,,,,,,,,,,,-4.312773767,-0.772232898,2.027625139,50,5.433057222,-1.542573338,-113.2610456,1.424542331,-5.572058009,21.72529617,-33.17176631,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,62cf60ee-1a06-11ee-9a9c-3f28f6c69aa3,78.03752046,5.3267832,-2.093666309,1.562902399,0.671754339,70.6097565,1.771408543,-0.933802892,-8.864440341,-1.190856922,0.493347487,8.266025766,-3.209378504,69.63448018,19.04888064,791.5273232,2132.279634,34.80079245,0.14342595,0.937491592,-0.317078086,,,,,,,,,,,,,,,,,0.985161721,1,,,high,high,72.85600742,50.10378227,55.14679798,Blake Grant-parks,blakgr00scb,Schaumburg boomers
149,7/3/2023,8:02:21 PM,3,4,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Christian Fedko,chrife00jos,Right,Joliet slammers,,6,Top,1,1,2,Fastball,,Foul,,,,,,,87.77530664,-0.948304439,2.766328027,2319.829008,147.9012603,11:00,5.333225111,-1.95597304,5.494241807,-21.73180658,15.8568538,-8.419790539,1.797590934,-0.571204592,79.23723725,-6.19436264,-3.228815104,0.43754858,,,,,,,,,,,,5.366350257,8.872575177,1.719775502,50,5.236409427,-5.869397635,-127.4804146,-2.821590862,8.771463832,27.85406055,-17.67155375,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,6e5676bd-1a06-11ee-80fb-1f8606c5486f,87.96444181,5.333148796,-1.959466573,-0.948225865,2.808024187,79.39520534,1.798411541,-0.568297356,-6.181537415,-3.184673981,0.437389987,-8.837337232,14.36972195,22.69694527,91.39413135,2140.178344,895.1219364,92.25586614,-0.781530449,0.38585686,0.490229171,,,,,,,,,,,,,,,,,0.995860834,1,,,high,high,7.745281789,-12.87765171,55.00575819,Blake Grant-parks,blakgr00scb,Schaumburg boomers
150,7/3/2023,8:02:44 PM,3,5,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Christian Fedko,chrife00jos,Right,Joliet slammers,,6,Top,1,1,2,Fastball,,Foul,,,,,,,87.43956137,0.724023518,2.805098224,2304.859834,145.7658326,10:45,5.372774662,-1.867992094,5.453443452,-21.16559819,15.55424811,-9.26653005,3.472882296,-0.326843286,79.94094859,-4.41951565,-3.390204951,0.439876858,,,,,,,,,,,,5.863609246,8.292872337,1.627082609,50,5.422223754,-5.899954844,-126.9723718,0.878626025,9.493096643,28.01049666,-18.74801193,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,7c19a8ab-1a06-11ee-be2e-2f580700933b,87.63297354,5.372677443,-1.871746598,0.724246137,2.849697578,80.10322467,3.473590601,-0.323821388,-4.408167469,-3.34394664,0.43971316,-9.704535214,14.05365779,18.54018985,69.47421113,2185.239566,732.8757701,94.81008492,-0.783837862,0.317969778,0.533379251,,,,,,,,,,,,,,,,,0.89327001,1,,,high,high,27.47320998,23.9203087,55.04655655,Blake Grant-parks,blakgr00scb,Schaumburg boomers
151,7/3/2023,8:03:08 PM,3,6,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Christian Fedko,chrife00jos,Right,Joliet slammers,,6,Top,1,1,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1,0,,87.05016051,-0.118459948,3.273849741,2285.990625,148.1896839,11:00,5.305238013,-1.754692021,5.434786296,-21.31000998,15.81181469,-8.295714285,2.41260284,0.600578681,79.67616419,-5.667341346,-1.890678842,0.441931201,,,,,,,,,,,,5.516236063,8.657106872,1.470754902,50,5.280149039,-6.937762379,-126.3687538,-0.993319988,8.856307368,27.4669585,-18.27507962,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,8aab1d23-1a06-11ee-9f2f-c197d96629c1,87.24180483,5.305114424,-1.758214709,-0.117864723,3.315766829,79.83635156,2.413353388,0.603399309,-5.65537926,-1.847645621,0.441769053,-8.700050592,14.36315649,22.43188673,49.19387174,2113.01843,872.2994054,92.43338126,-0.785496841,0.381584857,0.487224496,,,,,,,,,,,,,,,,,0.993185779,1,,,high,high,45.72551543,13.26812992,55.0652137,Blake Grant-parks,blakgr00scb,Schaumburg boomers
152,7/3/2023,8:03:37 PM,4,1,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Lane Baremore,laneba00jos,Right,Joliet slammers,,6,Top,2,0,0,Fastball,,BallCalled,,,,,,,86.68098714,1.017389456,1.651134808,2349.762839,139.0197096,10:45,5.165348864,-2.141043507,5.31798508,-23.63154773,14.53827355,-10.78016657,3.205786242,-1.645991628,78.85160359,-4.728950432,-4.515594372,0.443856971,,,,,,,,,,,,4.869606071,7.523693306,-1.379273049,50,5.411152485,5.940102892,-126.2185572,-1.410752381,7.776926753,28.09263257,-20.15845512,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,9b5f1ddc-1a06-11ee-a391-6734e6904d93,86.87191586,5.164736896,-2.145539896,1.02372537,1.704836363,79.01022431,3.207026386,-1.642328912,-4.709656944,-4.459729772,0.443703051,-11.27848477,12.95964018,26.48670058,83.62266664,2103.126812,1047.970902,89.50379065,-0.675695637,0.445990074,0.586965297,,,,,,,,,,,,,,,,,0.992412758,1,,,high,high,14.73960002,-68.98727178,55.18201492,Blake Grant-parks,blakgr00scb,Schaumburg boomers
153,7/3/2023,8:03:52 PM,4,2,Kobey Schlotman,kobesc00scb,Left,Schaumburg boomers,Lane Baremore,laneba00jos,Right,Joliet slammers,,6,Top,2,1,0,Cutter,,InPlay,,GroundBall,Out,1,0,,82.85737319,-0.019111921,1.354069321,2346.278651,154.1381642,11:15,5.197644553,-1.857453252,5.406044495,-30.70103605,10.68003617,-3.07938165,1.751257964,-0.577147364,76.03062393,-7.230442553,-2.778422218,0.462990833,79.21516925,-3.511800183,-34.26540528,,,,,23.05028831,,-29.88264098,0.188313258,2.020170462,5.670098673,1.739167735,50,5.174786969,-2.747023805,-120.480026,-1.045231947,2.961369514,23.99296209,-23.86224736,Schaumburg Boomers,Joliet Slammers,boo01,Independent,Frontier,2cb15487-faff-4acc-8c4c-41c972510f76,a4cc9a5c-1a06-11ee-8ccd-c3a947545a96,83.03014018,5.19505391,-1.861447653,0.010924145,1.401836346,76.16732419,1.75428461,-0.573948101,-7.184548254,-2.729760235,0.462829313,-3.523721557,8.981387631,65.58420929,33.82702973,969.8469246,2136.450432,41.33553891,-0.371957239,0.910569779,0.180306656,-44.51654112,65.3435248,-4.852254386,0.557277373,2.269736002,1.869499287,-11.48423154,19.98570032,,,,,,,,,0.992564473,1,,41.65423397,high,high,59.55567325,-67.30244426,55.09395551,Blake Grant-parks,blakgr00scb,Schaumburg boomers
